ID,unidade,pedagogica,cidadania,desenvolvimento
5e8802c7a861ff3f7a8ff586,UFAL Arapiraca,1,1.6666666666666667,3.3333333333333335
5e881985a861ff3f7a8ff59c,UFAL A.C. Simões,3.5,2.5,3.6666666666666665
5e883222a861ff6760681bd9,UFAL A.C. Simões,1.75,2.5,3.3333333333333335
5e883b87a861ff6760681bf3,UFAL CECA,1.75,1.5,2.3333333333333335
5e883c11a861ff6760681bf9,UFAL Arapiraca,3.75,3.3333333333333335,3.3333333333333335
5e884f1ba861ff6760681c0a,UFAL A.C. Simões,1.75,1.3333333333333333,1
5e8850a0a861ff675c201b5c,UFAL A.C. Simões,1,1.5,1.6666666666666667
5e8851dba861ff675c201b64,UFAL A.C. Simões,1.25,2,1.3333333333333333
5e88613ca861ff6760681c39,UFAL A.C. Simões,1,1.6666666666666667,1.6666666666666667
5e886fc9a861ff675c201ba2,UFAL Arapiraca,1,1.8333333333333333,3
5e886ff3a861ff675c201ba3,UFAL A.C. Simões,4,4,3.6666666666666665
5e887338a861ff6760681c61,UFAL Arapiraca,1.5,2.5,2.6666666666666665
5e8874aca861ff6760681c68,UFAL A.C. Simões,2.75,2.1666666666666665,2.6666666666666665
5e888aa8a861ff6760681c9c,UFAL A.C. Simões,2.5,2.3333333333333335,2.3333333333333335
5e88a65fa861ff675c201c49,UFAL Sertão,3.25,3.6666666666666665,2.6666666666666665
5e88aad9a861ff675c201c73,UFAL A.C. Simões,1.25,2.5,1.3333333333333333
5e88b62fa861ff6760681cfb,UFAL A.C. Simões,3.75,2.5,3
5e88b9a6a861ff675c201c97,UFAL A.C. Simões,2.25,3,2
5e88be8ea861ff675c201ca7,UFAL A.C. Simões,4.5,3.1666666666666665,3.3333333333333335
5e88c0c9a861ff675c201cbb,UFAL Arapiraca,1.25,1.6666666666666667,2
5e88c2b5a861ff6760681d34,UFAL A.C. Simões,1.75,1.6666666666666667,1
5e88ce93a861ff675c201d03,UFAL A.C. Simões,3,2.3333333333333335,2.3333333333333335
5e88d2eca861ff675c201d0e,UFAL A.C. Simões,4,3.5,4.333333333333333
5e88d3d8a861ff675c201d14,UFAL Arapiraca,3.75,3,3.3333333333333335
5e88d974a861ff675c201d3c,UFAL A.C. Simões,3.25,2.8333333333333335,3
5e88e28aa861ff675c201d52,UFAL CECA,1.75,3,3.6666666666666665
5e88eb57a861ff675c201d87,UFAL A.C. Simões,2.75,3.8333333333333335,3.3333333333333335
5e88edfda861ff6760681e33,UFAL A.C. Simões,3.25,1.8333333333333333,1.6666666666666667
5e88fdd4a861ff6760681e4b,UFAL A.C. Simões,1.75,2.8333333333333335,1.6666666666666667
5e890798a861ff6760681e79,UFAL A.C. Simões,1.75,2.1666666666666665,2.3333333333333335
5e891eeba861ff6760681eac,UFAL A.C. Simões,4.25,3,2
5e892524a861ff675c201dfa,UFAL A.C. Simões,1.75,3.5,2
5e89401ca861ff6760681ee5,UFAL A.C. Simões,2.75,2.6666666666666665,3
5e8943f4a861ff6760681eef,UFAL A.C. Simões,2.5,2.3333333333333335,3
5e894944a861ff675c201e38,UFAL A.C. Simões,2,2.1666666666666665,3.3333333333333335
5e894bfca861ff6760681f07,UFAL Arapiraca,1.5,2.3333333333333335,2.3333333333333335
5e895892a861ff675c201e4e,UFAL A.C. Simões,2,2.3333333333333335,2.3333333333333335
5e89dcd6a861ff7eba14d485,UFAL Arapiraca,2,2.1666666666666665,2.3333333333333335
5e89fe82a861ff7eb664f6cd,UFAL A.C. Simões,3.5,2.5,3
5e8a1b8da861ff7eb664f6e8,UFAL A.C. Simões,1.25,1.6666666666666667,1.3333333333333333
5e8a1d31a861ff7eb664f6f5,UFAL Sertão,3.5,3.6666666666666665,4
5e8a1e32a861ff7eba14d4f4,UFAL Sertão,3.5,2.8333333333333335,2.6666666666666665
5e8a207da861ff7eba14d50d,UFAL Arapiraca,2.25,2,3.6666666666666665
5e8a2944a861ff7eb664f720,UFAL A.C. Simões,1.25,1.3333333333333333,2
5e8a29b5a861ff7eba14d51f,UFAL A.C. Simões,4.25,2.5,3
5e8a2f5aa861ff7eb664f741,UFAL A.C. Simões,1.5,1.6666666666666667,2.3333333333333335
5e8a3062a861ff7eba14d55d,UFAL A.C. Simões,1.25,2.8333333333333335,3
5e8a3176a861ff7eb664f74d,UFAL A.C. Simões,1.25,2,2.3333333333333335
5e8a3213a861ff7eba14d568,UFAL Arapiraca,1.5,2,1.6666666666666667
5e8a328aa861ff7eba14d56d,UFAL Arapiraca,1.75,2.5,2
5e8a331da861ff7eba14d574,UFAL A.C. Simões,2.5,3.1666666666666665,2
5e8a347fa861ff7eb664f773,UFAL A.C. Simões,2.5,2.6666666666666665,3.6666666666666665
5e8a3535a861ff7eba14d598,UFAL A.C. Simões,1.25,2,3
5e8a39b0a861ff7eba14d5a8,UFAL Arapiraca,2,2.1666666666666665,3
5e8a3b38a861ff7eb664f78a,UFAL A.C. Simões,4,4.166666666666667,3.6666666666666665
5e8a4457a861ff7eb664f7bd,UFAL A.C. Simões,1,1.6666666666666667,1.6666666666666667
5e8a4c93a861ff7eb664f7c6,UFAL Arapiraca,2,2.1666666666666665,2.6666666666666665
5e8a4ce7a861ff7eba14d603,UFAL A.C. Simões,2.5,2.5,2
5e8a4e84a861ff7eb664f7d2,UFAL Arapiraca,1.5,2,2.6666666666666665
5e8a558ba861ff7eb664f7e9,UFAL Arapiraca,1.25,2.5,2.6666666666666665
5e8a656ca861ff7eba14d628,UFAL A.C. Simões,1.25,1.3333333333333333,1.3333333333333333
5e8a6f76a861ff7eba14d651,UFAL A.C. Simões,1.25,2,2.6666666666666665
5e8a7085a861ff7eba14d656,UFAL A.C. Simões,3.75,4,3.6666666666666665
5e8a70c9a861ff7eba14d658,UFAL A.C. Simões,2,2.6666666666666665,3.3333333333333335
5e8a7c5aa861ff7eb664f828,UFAL A.C. Simões,1.25,2.8333333333333335,3.3333333333333335
5e8a815aa861ff7eb664f840,UFAL A.C. Simões,2.75,2.8333333333333335,3.3333333333333335
5e8a8c0ca861ff7eba14d69b,UFAL Arapiraca,1,2.1666666666666665,1.3333333333333333
5e8b0f58a861ff132c369fac,UFAL CECA,1.5,2.3333333333333335,2.3333333333333335
5e8b127ba861ff132841abf1,UFAL A.C. Simões,1.25,2.5,1.6666666666666667
5e8b1a05a861ff132c369fed,UFAL A.C. Simões,1.75,1.8333333333333333,2
5e8b1f08a861ff132841ac37,UFAL A.C. Simões,1.75,2.3333333333333335,3
5e8b2395a861ff132c36a00d,UFAL A.C. Simões,1.5,3,3
5e8b2422a861ff132c36a010,UFAL Arapiraca,1.5,2,1.6666666666666667
5e8b2457a861ff132841ac5f,UFAL A.C. Simões,2.5,3.3333333333333335,3.3333333333333335
5e8b2a91a861ff132c36a033,UFAL A.C. Simões,2.75,3,3
5e8b2da2a861ff132841af27,UFAL A.C. Simões,1,2.1666666666666665,1.3333333333333333
5e8b2dbda861ff132c36a2fe,UFAL A.C. Simões,3,2.8333333333333335,2.6666666666666665
5e8b3157a861ff132c36a8d1,UFAL A.C. Simões,1.25,2,2
5e8b3182a861ff132c36a91f,UFAL A.C. Simões,1.25,3.6666666666666665,2.6666666666666665
5e8b31e8a861ff132841b5d9,UFAL A.C. Simões,2.25,2.6666666666666665,3
5e8b3620a861ff6839af05c9,UFAL Arapiraca,1,1.1666666666666667,1.6666666666666667
5e8b36b3a861ff6839af063c,UFAL A.C. Simões,2.5,2.8333333333333335,3.6666666666666665
5e8b36fca861ff6839af067a,UFAL Arapiraca,2.5,3.1666666666666665,3.6666666666666665
5e8b37f7a861ff6835a5c0a0,UFAL A.C. Simões,4.5,3.6666666666666665,3
5e8b38a4a861ff6835a5c104,UFAL A.C. Simões,1.25,1.5,2.3333333333333335
5e8b39a5a861ff6839af07f6,UFAL A.C. Simões,3.5,3.6666666666666665,4
5e8b39d9a861ff6835a5c1a7,UFAL Sertão,4,2.5,3
5e8b3c35a861ff6835a5c2d4,UFAL A.C. Simões,2,2.5,3.6666666666666665
5e8b3c8ba861ff6835a5c2f4,UFAL A.C. Simões,2.5,3.1666666666666665,2.6666666666666665
5e8b3d3ca861ff6835a5c338,UFAL A.C. Simões,1.5,1.5,1.3333333333333333
5e8b41dfa861ff6835a5c464,UFAL A.C. Simões,3,2.1666666666666665,2.6666666666666665
5e8b42f4a861ff6839af0a93,UFAL CECA,1.75,2.3333333333333335,3
5e8b4adca861ff6839af0b99,UFAL A.C. Simões,2.5,3.1666666666666665,3.3333333333333335
5e8b4d6da861ff6835a5c59e,UFAL A.C. Simões,1.5,2.1666666666666665,2.6666666666666665
5e8b50d3a861ff6835a5c646,UFAL A.C. Simões,1.25,2.8333333333333335,3
5e8b580ba861ff6839af0daa,UFAL A.C. Simões,1.25,3,3.3333333333333335
5e8b5973a861ff6839af0ddf,UFAL Arapiraca,1,1.5,1.3333333333333333
5e8b5a67a861ff6839af0dfa,UFAL A.C. Simões,1,2.8333333333333335,3
5e8b626da861ff6835a5c837,UFAL A.C. Simões,1.75,2,3.3333333333333335
5e8b6656a861ff6839af0ef7,UFAL A.C. Simões,1.75,1.8333333333333333,2
5e8b6786a861ff6839af0f04,UFAL A.C. Simões,2,2.5,2.6666666666666665
5e8b6a51a861ff6835a5c8bd,UFAL A.C. Simões,2,2.6666666666666665,4
5e8b6a9da861ff6839af0f14,UFAL A.C. Simões,1.5,2.3333333333333335,2.3333333333333335
5e8b6ef8a861ff6839af0f5a,UFAL A.C. Simões,1,2.5,2
5e8b72a6a861ff6839af0f81,UFAL A.C. Simões,1.25,1.3333333333333333,1.6666666666666667
5e8b72b4a861ff6839af0f85,UFAL A.C. Simões,1.5,3,2.3333333333333335
5e8b73e7a861ff6835a5c97c,UFAL A.C. Simões,3.25,2.3333333333333335,1.6666666666666667
5e8b75aaa861ff6835a5c9d6,UFAL A.C. Simões,1,2.1666666666666665,1
5e8b7816a861ff6839af1056,UFAL A.C. Simões,1.25,1.1666666666666667,2.3333333333333335
5e8b7950a861ff6835a5ca36,UFAL Arapiraca,1,1.6666666666666667,2.3333333333333335
5e8b79dfa861ff6835a5ca45,UFAL Arapiraca,1.25,1.6666666666666667,2.3333333333333335
5e8b83b5a861ff6839af110e,UFAL CECA,3,2.1666666666666665,3
5e8b83c3a861ff6835a5cb0c,UFAL A.C. Simões,2.75,3.1666666666666665,3.3333333333333335
5e8b8669a861ff6839af113c,UFAL A.C. Simões,1.5,2.3333333333333335,2.3333333333333335
5e8b87a1a861ff6835a5cb5c,UFAL A.C. Simões,2,2.5,4.333333333333333
5e8b911ba861ff6839af11d2,UFAL A.C. Simões,2.75,2.5,3
5e8b9f2da861ff6835a5ccbc,UFAL CECA,4.25,3.5,3.3333333333333335
5e8ba1f3a861ff6839af126c,UFAL Arapiraca,2.5,3.6666666666666665,3
5e8ba590a861ff6839af12ac,UFAL A.C. Simões,1.5,2.6666666666666665,3
5e8bb585a861ff6839af134c,UFAL Arapiraca,2.5,1.8333333333333333,3
5e8bbac9a861ff6839af136a,UFAL Arapiraca,1.75,1.6666666666666667,2
5e8bbdd9a861ff6839af137f,UFAL Arapiraca,2,3.6666666666666665,3.6666666666666665
5e8bc468a861ff6835a5cd9f,UFAL CECA,4,4.5,4.333333333333333
5e8bc5ada861ff6839af1399,UFAL A.C. Simões,3,2.6666666666666665,2.3333333333333335
5e8bc5dda861ff6839af139c,UFAL Arapiraca,1.75,2.3333333333333335,3
5e8bc6a5a861ff6835a5cdad,UFAL A.C. Simões,2.25,3.1666666666666665,3
5e8bd177a861ff6839af13ed,UFAL A.C. Simões,1,1.1666666666666667,1.3333333333333333
5e8bd9cba861ff6835a5ce2c,UFAL A.C. Simões,3.75,2.8333333333333335,2
5e8c0117a861ff6839af14a9,UFAL Arapiraca,1,1.6666666666666667,2
5e8c58caa861ff6ff383c55d,UFAL A.C. Simões,2,3.1666666666666665,4.333333333333333
5e8c60daa861ff6fefca95f2,UFAL A.C. Simões,1,2.6666666666666665,3
5e8c645da861ff6fefca9609,UFAL A.C. Simões,1,2.1666666666666665,2
5e8c671aa861ff6fefca9623,UFAL A.C. Simões,1,1.6666666666666667,1
5e8c6c62a861ff6ff383c5d9,UFAL CECA,1.5,2.3333333333333335,1.3333333333333333
5e8c7124a861ff2e90d6a263,UFAL A.C. Simões,3.5,3.1666666666666665,3
5e8c72d4a861ff2e94d12f38,UFAL Arapiraca,3.5,2.1666666666666665,2
5e8c7773a861ff2e90d6a280,UFAL A.C. Simões,1.25,1.1666666666666667,1.3333333333333333
5e8c7b39a861ff2e94d12f5e,UFAL A.C. Simões,2.5,2.3333333333333335,2
5e8c7d3da861ff2e94d12f72,UFAL A.C. Simões,2.75,3.1666666666666665,3.3333333333333335
5e8c82b5a861ff2e90d6a2b5,UFAL A.C. Simões,2.5,1.6666666666666667,3.3333333333333335
5e8c8790a861ff2e94d12fac,UFAL A.C. Simões,1.25,2.3333333333333335,1.3333333333333333
5e8c87a4a861ff2e90d6a2e1,UFAL A.C. Simões,2,2,2.6666666666666665
5e8c8b93a861ff47f7768ef7,UFAL CECA,2.75,2.5,3.6666666666666665
5e8c900ea861ff47fb25fc89,UFAL A.C. Simões,1,2,3
5e8c9918a861ff47fb25fcc4,UFAL A.C. Simões,5,4.5,4.333333333333333
5e8c9f4ca861ff47f7768f62,UFAL A.C. Simões,1,1.6666666666666667,1.6666666666666667
5e8ca2baa861ff47fb25fd0b,UFAL A.C. Simões,1.5,1.6666666666666667,1.6666666666666667
5e8cb167a861ff47f7768fae,UFAL Arapiraca,2.25,2.6666666666666665,1.3333333333333333
5e8cb62fa861ff47fb25fd84,UFAL Sertão,2,1.6666666666666667,1.3333333333333333
5e8cbd8aa861ff47fb25fd98,UFAL Arapiraca,2.5,2.6666666666666665,3.3333333333333335
5e8cbeada861ff47f7768fde,UFAL A.C. Simões,3.25,2.8333333333333335,3.3333333333333335
5e8cc3bda861ff47fb25fdb6,UFAL CECA,1.5,2.5,1.6666666666666667
5e8cc8d6a861ff47f7769010,UFAL Arapiraca,3.5,1.8333333333333333,2.6666666666666665
5e8ccdbda861ff47f7769022,UFAL CECA,3,2.3333333333333335,3.3333333333333335
5e8cce98a861ff47fb25fde8,UFAL A.C. Simões,1,1.8333333333333333,3
5e8cd187a861ff47fb25fe07,UFAL CECA,2.25,2.1666666666666665,2.6666666666666665
5e8cdb83a861ff47f7769060,UFAL A.C. Simões,1.5,2.6666666666666665,1.6666666666666667
5e8ce3cba861ff47fb25fe51,UFAL A.C. Simões,1,2,3
5e8ce3f9a861ff47f7769075,UFAL Arapiraca,1,1.3333333333333333,2
5e8cee38a861ff47fb25fe6f,UFAL A.C. Simões,3.5,3.3333333333333335,3.6666666666666665
5e8cf139a861ff47f77690b8,UFAL Arapiraca,1.25,1.6666666666666667,2.3333333333333335
5e8cf2b4a861ff47f77690bc,UFAL A.C. Simões,2.75,3.6666666666666665,4
5e8cf435a861ff47f77690cb,UFAL CECA,2.75,3,2.6666666666666665
5e8d0e50a861ff47f7769146,UFAL Arapiraca,1.5,2.3333333333333335,2.6666666666666665
5e8d1446a861ff47fb25ff60,UFAL A.C. Simões,4,3.3333333333333335,3.3333333333333335
5e8dd8fea861ff1ea2a14634,UFAL A.C. Simões,1.75,2.1666666666666665,3
5e8de11ba861ff1e9eff44c1,UFAL A.C. Simões,1,2.5,1.3333333333333333
5e8dff61a861ff1ea2a1468e,UFAL CECA,3.75,2.6666666666666665,3
5e8e059fa861ff1e9eff451a,UFAL A.C. Simões,3.75,3,2.6666666666666665
5e8e1958a861ff1e9eff4536,UFAL A.C. Simões,2.25,2.3333333333333335,3
5e8e3f82a861ff25bf3a560e,UFAL A.C. Simões,1,1.5,2
5e8f1ef8a861ff3023f7085e,UFAL A.C. Simões,4,2.8333333333333335,3.3333333333333335
5e8f2171a861ff3023f70869,UFAL A.C. Simões,2.75,2.5,1.6666666666666667
5e8f328aa861ff3023f7086a,UFAL A.C. Simões,3.5,3.8333333333333335,3.6666666666666665
5e8f32d2a861ff3023f7086f,UFAL A.C. Simões,1.75,1.6666666666666667,3.3333333333333335
5e8f35b2a861ff3023f70888,UFAL A.C. Simões,1,3,4
5e8f4935a861ff3023f708bc,UFAL Arapiraca,2.75,1.6666666666666667,3.6666666666666665
5e8f4d06a861ff3027b947e5,UFAL A.C. Simões,2,3.5,2.6666666666666665
5e8f534ea861ff3027b947f1,UFAL A.C. Simões,3.25,3.8333333333333335,4.333333333333333
5e8f5416a861ff3023f708f4,UFAL A.C. Simões,1.25,2.3333333333333335,1.3333333333333333
5e8f6906a861ff3027b9480d,UFAL A.C. Simões,3,2,3
5e8f6d79a861ff3027b9481b,UFAL CECA,1.75,2.1666666666666665,2.3333333333333335
5e8f770da861ff3023f70958,UFAL A.C. Simões,1.75,1.6666666666666667,2
5e8f7b54a861ff3023f70969,UFAL A.C. Simões,1.25,2,3
5e8f8180a861ff3027b9484b,UFAL A.C. Simões,2.75,2.5,3
5e8f8f05a861ff3027b94877,UFAL A.C. Simões,1.75,2.5,3
5e8fb660a861ff3023f709db,UFAL A.C. Simões,3.75,3.5,4.333333333333333
5e8fc3fca861ff3023f709f3,UFAL A.C. Simões,4,3.8333333333333335,4
5e8fc4b4a861ff3027b948a9,UFAL A.C. Simões,1.75,2.5,3
5e907623a861ff49215e3290,UFAL A.C. Simões,2,2.5,4
5e90814ca861ff4925848a37,UFAL A.C. Simões,4.75,3,2
5e90dfcfa861ff4925848a8e,UFAL A.C. Simões,1,2.6666666666666665,1
5e90e833a861ff4925848a9f,UFAL A.C. Simões,1,1.3333333333333333,2
5e911aafa861ff4925848ac9,UFAL A.C. Simões,2,1.5,2.3333333333333335
5e91be71a861ff59adc58000,UFAL A.C. Simões,1.25,2,1.6666666666666667
5e91c82ca861ff59adc58006,UFAL CECA,1.25,1.5,1
5e91ce60a861ff59adc58018,UFAL A.C. Simões,2.5,3.3333333333333335,3.3333333333333335
5e92f650a861ff68336d084c,UFAL A.C. Simões,4,3.5,4.333333333333333
5e944d3fa861ff7896812ca1,UFAL A.C. Simões,1.25,2,3
5e945ae3a861ff7892432234,UFAL A.C. Simões,2.75,2.3333333333333335,3.3333333333333335
5e947071a861ff7896812cea,UFAL A.C. Simões,1,1.5,1.3333333333333333
5e947b75a861ff789243227b,UFAL A.C. Simões,2.5,2.1666666666666665,4
5e947c08a861ff789243227e,UFAL A.C. Simões,2.25,2.1666666666666665,3
5e947d14a861ff7892432286,UFAL A.C. Simões,1.25,1.5,1.6666666666666667
5e9482a2a861ff7892432292,UFAL A.C. Simões,2.25,2.1666666666666665,2.3333333333333335
5e948f03a861ff7896812d67,UFAL A.C. Simões,1.5,2.3333333333333335,2.3333333333333335
5e9492cda861ff78924322e7,UFAL A.C. Simões,3.25,2.6666666666666665,3.6666666666666665
5e949de0a861ff7892432311,UFAL A.C. Simões,2.5,2.8333333333333335,3.3333333333333335
5e949fa4a861ff789243231a,UFAL A.C. Simões,2.5,2.3333333333333335,3
5e94a2d4a861ff7896812d91,UFAL Sertão,3.25,3.5,1.6666666666666667
5e94a793a861ff7896812dab,UFAL Arapiraca,2.25,2.1666666666666665,4.333333333333333
5e94ab3fa861ff7896812dad,UFAL A.C. Simões,3.5,4,4
5e94bd37a861ff7892432380,UFAL A.C. Simões,1,1.3333333333333333,2
5e94bd54a861ff7892432381,UFAL A.C. Simões,1.5,2.6666666666666665,2.6666666666666665
5e94cdf7a861ff789243241c,UFAL A.C. Simões,1.25,2.1666666666666665,3
5e94d558a861ff7896812e72,UFAL A.C. Simões,1.75,3,2.3333333333333335
5e94e62ca861ff7892432450,UFAL A.C. Simões,1.75,2.1666666666666665,2.3333333333333335
5e94e6bca861ff7892432458,UFAL A.C. Simões,2.25,3,3
5e94e850a861ff789243246b,UFAL A.C. Simões,2.25,3,2.6666666666666665
5e95b898a861ff1209567c91,UFAL A.C. Simões,2,3,2.3333333333333335
5e95c8f8a861ff59ee480325,UFAL Sertão,2.75,3.8333333333333335,4
5e95fab2a861ff59ee4803b5,UFAL A.C. Simões,2,2,2
5e95ffdda861ff59eaf4da2e,UFAL A.C. Simões,1.75,2.3333333333333335,2.6666666666666665
5e9608d2a861ff59eaf4da60,UFAL A.C. Simões,1,2,2.3333333333333335
5e960cbea861ff59ee480404,UFAL Arapiraca,2,2.1666666666666665,2.3333333333333335
5e960d03a861ff59eaf4da69,UFAL Arapiraca,2.75,2.1666666666666665,4.333333333333333
5e960d98a861ff59eaf4da6d,UFAL Arapiraca,1,1.6666666666666667,1.6666666666666667
5e964916a861ff59eaf4db1f,UFAL CECA,2,2.8333333333333335,3
5e96fe64a861ff2b84394b19,UFAL A.C. Simões,2,2.3333333333333335,3.3333333333333335
5e9713aea861ff2b80c2a150,UFAL A.C. Simões,2.75,2.3333333333333335,3.6666666666666665
5e97591ea861ff2b84394bec,UFAL A.C. Simões,2.25,3,4.333333333333333
5e976471a861ff2b84394d69,UFAL A.C. Simões,1.25,2.3333333333333335,2.3333333333333335
5e977206a861ff2b84394e3f,UFAL Arapiraca,3.5,2.6666666666666665,3.6666666666666665
5e97a584a861ff6164ef6c6d,UFAL A.C. Simões,1.5,2.1666666666666665,2.6666666666666665
5e98c752a861ff4f90c066aa,UFAL CECA,1.75,2.6666666666666665,4.666666666666667
5e98f5fda861ff4f94c03107,UFAL CECA,2,2.5,2.3333333333333335
5e98f764a861ff4f90c06714,UFAL A.C. Simões,2.5,1.8333333333333333,1.6666666666666667
5e9972fda861ff6ad775989b,UFAL A.C. Simões,1.75,2,1.3333333333333333
5e99cb19a861ff6ad77598d0,UFAL A.C. Simões,3.25,4.5,3.6666666666666665
5e99d6faa861ff6ad77598ea,UFAL A.C. Simões,3,4.166666666666667,3.3333333333333335
5e99eb56a861ff6ad3ac0067,UFAL CECA,2.5,1.8333333333333333,1.6666666666666667
5e9a46a9a861ff6ad7759d54,UFAL A.C. Simões,1.75,2.5,2
5e9a48d5a861ff6ad7759d79,UFAL A.C. Simões,1,2,2.3333333333333335
5e9a4e7aa861ff6ad3ac0517,UFAL A.C. Simões,3,3.5,4
5e9b04e1a861ff1573821a39,UFAL A.C. Simões,2,1,1.3333333333333333
5e9b1874a861ff156f61bc41,UFAL A.C. Simões,1.75,1.8333333333333333,2
5e9b2a45a861ff156f61bc87,UFAL A.C. Simões,1.25,1.6666666666666667,1.6666666666666667
5e9b519aa861ff1573821abc,UFAL CECA,1.5,2,2.6666666666666665
5e9bbbada861ff1573821bdb,UFAL Arapiraca,1.25,2.1666666666666665,1.6666666666666667
5e9c4035a861ff28871f28a9,UFAL A.C. Simões,1.5,2.1666666666666665,2
5e9c4543a861ff288b0029e3,UFAL A.C. Simões,2,2.5,2.6666666666666665
5e9c60aca861ff28871f28eb,UFAL Arapiraca,1.75,3.3333333333333335,3.6666666666666665
5e9caddba861ff288b002a78,UFAL A.C. Simões,2.5,2.3333333333333335,3
5e9cd223a861ff288b002a9b,UFAL Arapiraca,2,3.3333333333333335,2.6666666666666665
5e9cf5d3a861ff28871f2995,UFAL A.C. Simões,2.5,2.1666666666666665,3
5e9cf691a861ff288b002ab2,UFAL A.C. Simões,2,2,2.6666666666666665
5e9d8b77a861ff3b572b80fb,UFAL A.C. Simões,2,1.6666666666666667,2
5e9d97e6a861ff3b572b8110,UFAL Sertão,2.25,2.8333333333333335,3.3333333333333335
5e9dd3c6a861ff3b572b81ff,UFAL A.C. Simões,2.75,3.3333333333333335,3.3333333333333335
5e9dd92ea861ff3b572b8224,UFAL CECA,1.25,1.3333333333333333,2
5e9de70fa861ff3b5bb0fa2a,UFAL A.C. Simões,1.5,2.5,2.3333333333333335
5e9df388a861ff3b5bb0fa52,UFAL CECA,1.75,1.5,1.3333333333333333
